eventid,latitude,longitude,attacktype1,weaptype1,nkill,nwound
198009080008,13.69288,-89.199161,3,6,,
198009080009,14.596051,120.978666,7,13,0,0
198009080015,6.644775,100.400328,9,13,2,0
198009090001,13.786461,-89.045407,2,5,60,0
198009110001,13.69288,-89.199161,3,6,0,0
198009110002,13.69288,-89.199161,3,6,0,0
198009110003,13.69288,-89.199161,3,6,0,0
198009110004,14.622869,-90.529068,3,6,0,0
198009110005,32.460617,35.301247,3,6,0,0
198009110006,41.400635,2.150913,3,6,0,0
198009110007,41.400635,2.150913,3,6,0,0
198009110008,43.07563,-2.223667,3,6,0,0
198009110009,39.930771,32.76754,3,6,0,0
198009110010,-18.019782,31.067907,3,6,1,9
198009110011,13.69288,-89.199161,1,5,1,0
198009110013,13.738762,-89.054916,2,5,20,0
198009110014,13.835513,-89.438735,2,5,5,0
198009110015,13.69288,-89.199161,2,5,0,0
198009110016,13.69288,-89.199161,2,5,0,0
198009110017,13.69288,-89.199161,9,13,0,0
198009120001,6.242026,-75.564766,3,6,0,0
198009120002,13.69288,-89.199161,3,6,0,0
198009120003,13.69288,-89.199161,3,6,0,0
198009120004,13.69288,-89.199161,3,6,0,0
198009120005,13.69288,-89.199161,3,6,,
198009120006,13.69288,-89.199161,3,6,0,0
198009120007,13.69288,-89.199161,3,6,0,0
198009120008,13.69288,-89.199161,3,6,,
198009120009,13.69288,-89.199161,3,6,0,0
198009120010,13.69288,-89.199161,7,8,0,0
198009120011,13.676944,-89.279722,3,6,0,0
198009120012,14.549431,121.033592,7,13,0,0
198009120013,14.596051,120.978666,3,13,0,0
198009120014,14.596051,120.978666,7,13,0,0
198009120015,14.596051,120.978666,3,6,0,0
198009120016,14.596051,120.978666,3,6,0,0
198009120017,14.596051,120.978666,3,6,0,4
198009120018,14.596051,120.978666,3,6,0,4
198009120019,14.596051,120.978666,3,6,,
198009120020,38.725299,-9.150036,3,6,0,
198009120021,41.149968,-8.610243,3,6,0,0
198009120022,42.815372,-1.653616,3,6,0,2
198009120023,42.815372,-1.653616,3,6,0,4
198009120024,14.38856,-90.295556,1,5,2,0
198009120025,14.77312,-91.183037,1,13,1,0
198009120026,40.697132,-73.931351,1,5,1,0
198009120027,14.596051,120.978666,9,13,1,14
198009120028,13.69288,-89.199161,7,5,0,0
198009120029,13.69288,-89.199161,2,5,0,0
198009120030,13.666667,-88.783333,2,5,3,0
198009120031,14.622869,-90.529068,2,5,,1
198009120032,,,7,8,0,0
198009120033,13.69288,-89.199161,6,13,2,0
198009120034,15.498381,-90.982067,6,13,,
198009130001,13.733353,-89.216671,3,6,0,0
198009130002,31.771599,35.2034,3,6,1,2
198009130003,13.749722,-89.229722,1,13,2,0
198009130004,13.79833,-89.17889,2,5,11,0
198009130005,43.169068,-2.632655,1,5,1,0
198009130006,13.749885,-89.199936,2,5,1,0
198009130007,,,7,5,2,0
198009130008,13.736111,-89.181389,3,6,0,0
198009130009,13.7,-89.116667,6,13,,
198009140001,13.69288,-89.199161,1,5,0,0
198009140002,13.69288,-89.199161,2,5,3,0
198009140003,13.724167,-89.172778,3,5,0,0
198009140004,13.957222,-89.189722,9,13,0,0
198009140005,13.8,-86.53333,9,13,2,3
198009140006,36.990764,35.325178,2,5,1,0
198009150001,,,9,13,0,0
198009150003,6.49249,-71.55696,2,5,2,1
198009150004,13.733353,-89.216671,9,13,,
198009150005,14.622869,-90.529068,3,6,,2
198009160001,13.69288,-89.199161,3,6,0,0
198009160002,13.69288,-89.199161,3,6,,
198009160003,13.69288,-89.199161,3,6,,
198009160004,13.69288,-89.199161,3,6,,
198009160005,13.69288,-89.199161,3,6,0,0
198009160006,13.701964,-89.147774,2,5,2,0
198009160007,13.69288,-89.199161,2,5,,
198009160008,37.99749,23.762728,2,8,0,0
198009170001,16.2411,-61.5331,3,6,1,0
198009170002,54.607712,-5.95621,7,8,0,0
198009170003,-25.282773,-57.63561,1,6,3,0
198009170004,41.106178,28.689863,1,5,1,1
198009170005,13.69288,-89.199161,5,5,1,4
198009180001,14.67428,121.057495,3,6,0,0
198009180002,14.67428,121.057495,3,6,0,0
198009180006,4.667128,-74.106056,5,5,0,0
198009180007,13.701964,-89.147774,2,5,4,0
198009180008,13.3825,-88.183333,2,5,24,6
198009180009,13.491242,-88.173134,2,5,0,0
198009180010,13.69288,-89.199161,6,5,0,0
198009180011,13.981479,-89.555717,6,13,,
198009190001,13.69288,-89.199161,3,6,0,0
198009190002,13.69288,-89.199161,3,6,0,0
198009190003,13.69288,-89.199161,3,6,0,0
198009190004,13.69288,-89.199161,3,6,0,0
198009190005,13.69288,-89.199161,3,6,,
198009190006,13.69288,-89.199161,3,6,0,0
198009190007,13.69288,-89.199161,3,6,0,0
198009190008,14.622869,-90.529068,7,8,0,0
198009190009,14.622869,-90.529068,1,5,2,0
198009190010,14.622869,-90.529068,1,5,2,0
198009190012,6.242026,-75.564766,2,5,0,0
198009190013,48.856644,2.34233,2,5,0,0
198009200002,13.69288,-89.199161,1,5,1,0
198009200003,,,1,5,3,0
198009200004,43.270604,-2.497155,2,5,4,0
198009200005,-16.509317,-68.10434,2,5,3,0
198009200006,37.874043,-122.280022,3,6,0,0
198009210001,13.69288,-89.199161,3,6,0,0
198009210002,48.856644,2.34233,1,8,0,0
198009210003,7.209594,124.241966,3,6,1,13
198009210004,13.69288,-89.199161,2,5,,
198009210005,48.856644,2.34233,7,8,0,0
198009220001,13.69288,-89.199161,3,6,,
198009220002,13.69288,-89.199161,3,6,0,0
198009220003,,,3,6,11,76
198009220005,14.622869,-90.529068,1,5,5,0
198009220006,6.153669,-75.37416,2,5,,
198009220007,13.981479,-89.555717,2,5,11,1
198009220008,41.890961,12.490069,2,5,,2
198009220009,43.258434,-2.921819,6,13,,
198009230001,13.69288,-89.199161,3,6,,
198009230002,9.648184,-13.550964,1,5,1,0
198009230003,54.19527,-7.28894,1,5,1,0
198009230004,4.667128,-74.106056,2,5,0,0
198009230005,13.617851,-88.880287,2,5,15,0
198009230006,13.69288,-89.199161,6,13,,
198009240001,13.491242,-88.173134,2,5,14,0
198009240002,13.69288,-89.199161,1,13,1,0
198009240003,39.930771,32.76754,1,13,1,0
198009240004,13.876944,-89.173556,2,5,8,0
198009260001,-34.61768,-58.444435,3,6,0,0
198009260002,48.139126,11.580186,3,6,13,215
198009260003,48.856644,2.34233,1,5,0,1
198009260004,33.888523,35.503513,3,6,0,0
198009260005,,,6,13,0,0
198009270001,,,9,13,,
198009270002,8.612029,99.345112,9,13,7,3
198009270003,-17.825166,31.03351,3,6,2,25
198009280001,6.313712,-73.950146,1,5,1,0
198009280002,4.21238,-76.31923,1,5,1,0
198009280003,,,1,5,1,0
198009290001,42.815372,-1.653616,7,8,0,0
198009290002,13.69288,-89.199161,1,5,1,0
198009290006,13.986667,-89.681111,2,5,4,3
198009290007,13.986667,-89.681111,9,13,,
198009290008,42.84964,-2.692359,6,13,1,0
198009300002,-33.576502,-70.703717,3,6,0,0
198009300005,14.622869,-90.529068,1,5,1,0
198009300006,16.916667,-89.9,1,5,1,0
198009300007,13.333325,-85.372013,1,5,2,0
198009300009,54.607712,-5.95621,1,5,1,0
198009300010,41.106178,28.689863,1,5,2,0
198009300011,9.513757,-74.229363,2,5,,
198009300012,,,2,5,8,0
198009300013,14.116667,-88.95,9,13,,
198009300014,,,2,5,0,0
198009300015,41.106178,28.689863,2,5,2,0
198009300016,33.44826,-112.075774,7,8,0,0
198010000001,15.708254,-88.829156,1,5,1,0
198010000002,13.491242,-88.173134,5,13,0,0
198010000003,48.856644,2.34233,2,5,0,0
198010000004,12.14432,124.885109,2,5,5,2
198010000005,14.932162,-92.005523,6,13,1,0
198010010001,-33.366238,-70.505302,7,8,,
198010010002,-33.366238,-70.505302,7,8,,
198010010003,-33.366238,-70.505302,7,8,,
198010010004,54.607712,-5.95621,3,6,0,1
198010010005,48.856644,2.34233,2,5,0,0
198010010006,48.856644,2.34233,2,5,0,0
198010010007,48.856644,2.34233,2,5,0,0
198010010008,34.097866,-118.407379,2,6,0,0
198010020001,43.311307,-1.900896,1,13,1,0
198010020002,33.888523,35.503513,3,6,,
198010020003,33.888523,35.503513,3,6,0,0
198010020004,33.888523,35.503513,3,6,,
198010020005,33.888523,35.503513,3,6,0,0
198010020006,15.810556,102.028889,3,6,5,5
198010020007,41.76857,-72.520664,7,8,0,0
198010030001,48.856644,2.34233,3,6,4,12
198010030002,45.469212,9.174508,3,6,0,0
198010030003,45.469212,9.174508,3,6,0,0
198010030004,43.169068,-2.632655,1,5,3,0
198010030005,13.69288,-89.199161,2,5,3,0
198010030006,13.69288,-89.199161,2,5,15,0
198010030007,13.69288,-89.199161,2,5,7,0
198010030008,13.69288,-89.199161,6,13,1,0
198010030009,46.198392,6.142296,3,6,0,2
198010040001,13.69288,-89.199161,7,8,2,0
198010040002,43.296482,5.36978,3,6,0,0
198010040003,14.596051,120.978666,3,6,0,10
198010040004,14.596051,120.978666,3,6,0,10
198010040005,14.596051,120.978666,3,6,0,10
198010040006,15.153002,120.591942,3,6,0,10
198010040007,14.098629,120.940349,3,6,0,10
198010040008,40.465595,-3.696263,3,6,0,12
198010040009,42.852442,-2.389455,2,5,3,0
198010040010,43.696036,7.265592,9,13,0,0
198010050001,48.856644,2.34233,3,6,0,1
198010050002,32.08297,34.811886,3,6,2,7
198010050003,33.888523,35.503513,3,6,0,0
198010050004,33.888523,35.503513,3,6,0,0
198010050005,14.622869,-90.529068,1,5,2,0
198010050006,,,2,5,3,0
198010050007,14.622869,-90.529068,1,5,1,0
198010050008,14.622869,-90.529068,1,5,1,0
198010050009,14.622869,-90.529068,1,5,1,0
198010050010,14.622869,-90.529068,1,5,1,0
198010050011,14.622869,-90.529068,1,5,1,0
198010050012,14.191091,-90.982067,1,5,1,0
198010050013,14.916667,-91.616667,1,5,1,0
198010050014,14.916667,-91.616667,1,5,1,0
198010050015,14.916667,-91.616667,1,5,1,0
198010050016,14.622869,-90.529068,1,5,1,0
198010060001,38.93213,-9.25778,3,6,1,0
198010060002,38.93213,-9.25778,3,6,1,0
198010060003,38.93213,-9.25778,3,6,,
198010060005,13.876111,-89.359722,2,5,7,0
198010060006,-2.260457,-79.87877,2,5,0,0
198010060007,13.85,-88.85,2,5,14,0
198010060008,41.149968,-8.610243,2,5,0,8
198010060009,13.69288,-89.199161,6,13,1,0
198010060010,34.097866,-118.407379,1,8,0,1
198010060012,34.097866,-118.407379,3,6,,
198010070001,13.874575,-88.627779,1,5,1,0
198010070002,13.866196,-89.056153,1,5,1,0
198010070003,18.021429,-76.798279,1,13,0,1
198010070004,18.021429,-76.798279,1,5,1,0
198010070005,43.215187,-2.415702,1,5,1,0
198010070006,4.72288,-76.11931,2,5,2,0
198010070007,,,2,5,5,0
198010070008,,,6,13,7,0
198010080001,13.69288,-89.199161,3,6,0,0
198010080002,33.888523,35.503513,3,6,0,0
198010080003,33.888523,35.503513,1,6,0,0
198010080004,33.888523,35.503513,3,6,0,0
198010080005,-11.967368,-76.978462,7,8,0,0
198010080006,-11.967368,-76.978462,1,8,0,0
198010080007,-17.834083,31.211192,3,6,0,4
198010080008,13.85,-88.85,1,13,1,0
198010080009,4.667128,-74.106056,2,5,0,0
198010080010,3.529901,-76.298006,2,5,1,3
198010080011,13.6625,-89.655278,2,5,6,7
198010080012,13.95,-89.766667,2,5,13,0
198010090001,33.888523,35.503513,3,6,0,0
198010090002,33.888523,35.503513,3,6,0,0
198010090003,33.888523,35.503513,3,6,0,0
198010090004,54.351036,-6.26702,3,6,0,0
198010090005,14.15695,-89.011475,2,5,13,0
198010100001,13.69288,-89.199161,3,6,0,0
198010100002,-11.495531,-77.207192,7,8,0,0
198010100003,-13.695036,-74.059004,3,6,0,0
198010100004,6.242026,-75.564766,1,5,1,0
198010100005,13.69288,-89.199161,1,5,1,0
198010100006,41.106178,28.689863,1,13,1,0
198010100007,14.622869,-90.529068,9,13,,
198010100008,-17.825166,31.03351,2,5,0,1
198010100009,54.42071,-6.443767,3,6,1,
198010110001,37.99749,23.762728,3,6,0,0
198010110002,54.102813,-6.259412,3,6,0,7
198010110004,14.622869,-90.529068,1,5,1,0
198010120001,-27.366527,-70.332322,3,6,0,0
198010120002,13.749885,-89.199936,3,6,,
198010120003,51.504387,-0.140041,3,6,0,0
198010120004,51.504387,-0.140041,3,6,0,0
198010120007,14.622869,-90.529068,1,5,1,0
198010120008,34.097866,-118.407379,3,6,0,1
198010120009,40.697132,-73.931351,3,6,0,5
198010130001,48.856644,2.34233,3,6,0,0
198010130002,32.08297,34.811886,3,6,,
198010130003,-11.520494,-75.899782,3,6,0,0
198010130004,-12.787148,-74.973207,3,6,0,0
198010130005,-6.774056,-79.843559,3,6,0,0
198010130007,13.736111,-89.181389,9,13,2,0
198010130008,14.622869,-90.529068,1,5,1,0
198010130009,14.297778,-90.786944,1,5,2,0
198010130010,43.291618,-1.977903,1,5,1,0
198010130011,,,4,5,0,0
198010130012,14.191091,-90.982067,1,5,2,0
198010130013,52.268732,-6.625335,1,5,1,
198010140001,4.667128,-74.106056,3,6,0,0
198010140002,13.491242,-88.173134,3,6,,
198010140003,13.491242,-88.173134,3,6,,
198010140004,13.981479,-89.555717,3,6,,
198010140005,13.981479,-89.555717,3,6,,
198010140006,13.981479,-89.555717,3,6,,
198010140007,13.981479,-89.555717,3,6,,
198010140008,13.69288,-89.199161,7,8,1,0
198010140009,-17.825166,31.03351,3,6,0,8
198010140010,13.344322,-88.437463,1,13,1,0
198010140012,13.64121,-88.785423,2,5,54,0
198010140013,13.491242,-88.173134,6,13,0,0
198010140014,,,6,13,,
198010140015,40.581505,-105.076264,1,5,1,0
198010150001,13.701964,-89.147774,3,6,,
198010150002,-26.252697,27.870275,3,6,0,0
198010150003,-22.672484,-43.179411,2,5,4,0
198010150005,14.786319,-90.198581,1,5,1,0
198010150006,14.622869,-90.529068,1,5,1,0
198010150007,13.64385,-88.870694,2,5,40,0
198010150008,54.607712,-5.95621,2,5,2,
198010160003,41.400635,2.150913,2,5,3,0
198010160004,13.981479,-89.555717,2,5,,
198010160005,14.622869,-90.529068,6,13,1,
198010170001,13.69288,-89.199161,3,6,0,0
198010170002,13.69288,-89.199161,3,6,0,0
198010170003,13.344322,-88.437463,2,5,5,0
198010170005,14.622869,-90.529068,2,5,11,0
198010180001,13.43204,-88.592239,9,13,58,
198010190001,14.596051,120.978666,3,6,0,20
198010200001,13.69288,-89.199161,3,6,,
198010200002,48.856644,2.34233,3,6,0,0
198010200003,-10.68882,-76.31882,3,6,0,0
198010200004,46.685985,7.867319,3,6,0,0
198010200005,6.242026,-75.564766,1,5,1,0
198010200006,33.888523,35.503513,1,5,1,0
198010200007,14.764799,-90.595676,2,5,2,
198010210001,13.69288,-89.199161,3,6,,
198010210002,13.69288,-89.199161,3,6,0,2
198010210003,-13.152712,-74.218628,3,6,0,0
198010210004,-12.939782,-74.247478,3,6,0,0
198010210005,-12.939782,-74.247478,3,6,0,0
198010210006,13.64121,-88.785423,1,6,0,0
198010210007,,,2,5,4,0
198010210008,-14.533333,-74.516667,5,13,0,0
198010220001,-12.068306,-75.210163,3,6,0,0
198010220002,-12.068306,-75.210163,3,6,0,0
198010220003,-12.068306,-75.210163,3,6,0,0
198010220004,-10.680652,-76.259918,3,6,0,0
198010220005,42.815372,-1.653616,3,6,0,0
198010220007,43.420422,-2.722158,6,13,,
198010230001,54.345417,-7.636355,3,6,0,17
198010230003,43.220496,-2.733236,1,5,1,0
198010230004,43.215187,-2.415702,1,5,1,0
198010230005,,,2,5,6,0
198010230006,43.291618,-1.977903,6,13,1,0
198010240001,13.69288,-89.199161,3,6,0,0
198010240002,13.69288,-89.199161,3,6,,
198010240003,13.957222,-89.189722,1,5,1,0
198010240004,13.69288,-89.199161,1,5,1,0
198010240005,6.547306,-71.002231,9,13,,
198010250001,33.888523,35.503513,1,5,0,1
198010250002,33.888523,35.503513,1,6,0,2
198010250003,33.888523,35.503513,1,6,1,0
198010250004,,,9,13,,
198010250005,33.888523,35.503513,3,6,1,1
198010250006,33.888523,35.503513,3,6,1,
198010260001,4.667128,-74.106056,3,6,0,0
198010260002,31.771599,35.2034,3,6,0,14
198010260003,32.08297,34.811886,3,6,0,2
198010260004,14.622869,-90.529068,6,13,1,0
198010270001,4.667128,-74.106056,3,6,0,0
198010270002,3.133972,-67.777246,2,5,,
198010270003,,,2,5,,
198010270004,6.98848,-73.05084,2,5,1,0
198010270005,14.622869,-90.529068,6,13,1,0
198010270006,14.7,-91.866667,6,13,1,0
198010280001,-0.211188,-78.522629,3,6,2,6
198010280002,13.69288,-89.199161,1,5,1,0
198010280004,13.95,-88.633333,1,5,8,0
198010280005,13.69288,-89.199161,2,5,2,0
198010280006,13.69288,-89.199161,2,5,2,0
198010280008,13.55,-88.8,7,8,,
198010280009,13.561665,-88.490093,7,8,,
198010280010,13.491242,-88.173134,7,8,,
198010280011,-17.981844,31.06668,3,6,0,1
198010290001,43.291618,-1.977903,1,5,1,0
198010290002,13.781111,-89.118611,7,8,,
198010290003,13.718889,-89.724167,2,13,,
198010290004,13.45,-88.88333,2,5,16,0
198010290005,14.866667,-91.933333,9,13,,
198010290006,14.91157,-92.054893,2,5,,
198010290007,-17.805254,30.935999,3,6,4,0
198010290008,-26.32584,27.452877,3,6,0,2
198010300001,13.69288,-89.199161,9,13,0,0
198010300002,13.69288,-89.199161,9,13,0,0
198010300003,13.981479,-89.555717,3,6,,
198010300004,13.981479,-89.555717,3,6,,
198010300005,13.981479,-89.555717,3,6,,
198010300006,13.981479,-89.555717,3,6,,
198010300007,13.69288,-89.199161,3,6,0,0
198010300008,38.450513,27.315349,3,6,0,0
198010300009,13.835,-89.274444,1,13,1,
198010300011,13.981479,-89.555717,2,5,,
198010300012,13.981479,-89.555717,2,5,,
198010300013,13.981479,-89.555717,2,5,,
198010300014,13.69288,-89.199161,3,5,,
198010300015,14.0833,-87.2167,2,5,0,0
198010300016,18.021429,-76.798279,2,5,2,
198010300017,13.69288,-89.199161,6,13,0,0
198010300019,-33.9585,25.600682,3,6,0,0
198010310001,13.682638,-88.926466,9,13,0,0
198010310002,14.0833,-87.2167,3,6,0,4
198010310003,10.981412,-74.778319,1,6,0,2
198010310004,14.7,-91.866667,1,13,1,0
198010310005,43.311307,-1.900896,1,5,1,0
198010310006,43.291618,-1.977903,1,5,1,0
198010310007,41.106178,28.689863,1,5,1,0
198010310008,14.333333,-91.016667,6,13,,
198011000001,46.496714,11.358008,7,13,0,0
198011000002,54.183052,-6.341388,3,6,1,0
198011000003,42.815372,-1.653616,3,6,,
198011000004,43.232951,0.078082,1,13,1,0
198011000005,45.469212,9.174508,1,5,1,0
198011010001,41.890961,12.490069,3,6,0,6
198011010002,-17.825166,31.03351,3,6,1,0
198011010003,33.303566,44.371773,1,6,0,1
198011010004,31.537834,34.489532,1,5,1,0
198011010005,41.0981,-80.650789,2,5,1,0
198011020001,14.0833,-87.2167,3,6,0,4
198011020003,13.933732,-89.025836,1,5,1,0
198011020004,14.09396,-88.889278,2,5,4,
198011020005,14.122595,-89.221206,2,5,10,6
198011020006,10.482834,-66.962128,2,5,0,0
198011030001,-33.366238,-70.505302,7,8,0,0
198011030002,-33.366238,-70.505302,7,8,0,0
198011030003,13.69288,-89.199161,3,6,0,0
198011030004,14.2308,-90.9472,9,13,0,0
198011030005,13.69288,-89.199161,2,5,5,0
198011030006,13.69288,-89.199161,1,5,1,0
198011030007,14.7,-91.866667,1,5,1,0
198011030008,14.7,-91.866667,1,13,1,0
198011030009,1.61456,-75.6053,9,13,1,0
198011030010,13.763295,-89.047796,2,5,2,0
198011030011,-33.366238,-70.505302,2,5,0,1
198011030012,43.280364,-2.171588,2,5,5,5
198011030013,49.008085,8.403756,6,13,,
198011030014,13.69288,-89.199161,1,6,0,1
198011040001,50.28355,5.91415,4,6,0,0
198011040002,-33.366238,-70.505302,7,8,0,0
198011040003,13.808917,-89.228637,2,5,,
198011040004,13.69288,-89.199161,5,5,,
198011040005,13.69288,-89.199161,5,5,,
198011040006,13.69288,-89.199161,5,5,,
198011050001,13.676944,-89.279722,3,6,,
198011050002,13.676944,-89.279722,3,6,,
198011050003,13.676944,-89.279722,3,6,,
198011050004,13.69288,-89.199161,3,6,,
198011050005,13.69288,-89.199161,3,6,,
198011050006,13.69288,-89.199161,1,6,0,0
198011050007,31.995965,35.27111,3,5,,
198011060001,14.04111,-88.938568,2,5,2,0
198011060002,13.69288,-89.199161,1,5,2,0
198011060003,10.482834,-66.962128,4,13,0,0
198011060004,-33.873651,151.20689,2,5,0,1
198011060005,13.69288,-89.199161,2,5,20,0
198011060006,13.981479,-89.555717,2,5,,
198011060007,13.981479,-89.555717,3,5,11,0
198011060008,32.222271,35.253506,2,8,0,0
198011060010,43.297222,-2.991667,1,5,0,1
198011070001,31.771599,35.2034,3,6,,
198011070002,13.69288,-89.199161,1,5,1,2
198011070003,9.933333,-84.083333,3,6,0,0
198011070004,13.986667,-89.681111,2,5,6,0
198011070005,13.697778,-89.488333,2,5,,
198011070006,13.69288,-89.199161,2,5,,
198011070007,13.69288,-89.199161,2,5,,
198011070008,13.69288,-89.199161,2,5,,
198011070009,13.69288,-89.199161,2,5,15,0
198011070010,13.69288,-89.199161,2,5,2,0
198011080001,-33.366238,-70.505302,3,6,0,0
198011080002,26.200605,92.937574,3,6,0,0
198011080003,13.69288,-89.199161,1,5,5,0
198011090001,33.888523,35.503513,3,6,14,22
198011090002,13.69288,-89.199161,2,5,2,0
198011090003,31.502407,34.459743,3,6,1,1
198011090004,13.652701,-86.612806,2,5,2,0
198011100001,48.583148,7.747882,3,6,0,0
198011100002,32.460617,35.301247,3,6,0,3
198011100003,33.888523,35.503513,3,6,12,0
198011100004,30.084629,31.334314,1,5,0,1
198011110001,-34.61768,-58.444435,1,6,0,1
198011110002,-33.366238,-70.505302,9,13,,
198011110003,15.319722,-91.47833,3,6,,
198011110004,15.319722,-91.47833,3,6,,
198011110005,-33.366238,-70.505302,3,6,0,0
198011110006,-33.366238,-70.505302,7,8,0,0
198011110007,-33.010693,-71.527794,7,8,0,0
198011110008,4.896992,-75.883296,1,5,1,0
198011110011,13.835,-89.274444,1,13,1,0
198011110012,14.622869,-90.529068,1,5,1,0
198011110013,55.011562,-7.312045,1,5,1,0
198011110014,50.054689,5.523866,7,8,,
198011110015,,,2,5,,1
198011110016,41.890961,12.490069,3,6,,
198011120001,-33.010693,-71.527794,7,8,0,0
198011120002,37.99749,23.762728,3,6,0,0
198011120003,-33.010693,-71.527794,9,13,0,0
198011120005,43,-2.166667,1,5,1,0
198011120006,13.69288,-89.199161,2,5,,
198011120007,13.79833,-89.17889,2,5,,
198011120008,13.79833,-89.17889,2,5,1,0
198011120009,13.79833,-89.17889,3,6,,
198011120010,54.18064,-6.410521,3,6,1,
198011130001,13.69288,-89.199161,1,5,3,0
198011130002,43.32412,-1.929857,2,5,0,3
198011130003,13.69288,-89.199161,3,6,8,10
198011130004,13.69288,-89.199161,1,5,1,0
198011140001,13.981479,-89.555717,3,6,,
198011140002,43.2482,-1.990517,1,5,1,1
198011140003,43.3282,-3.031509,1,5,1,0
198011140004,54.607712,-5.95621,1,5,1,
198011150001,36.990764,35.325178,1,5,1,0
198011150002,10.482834,-66.962128,1,5,2,0
198011160001,13.69288,-89.199161,3,6,,
198011160002,-17.860618,30.981896,3,6,3,22
198011160003,-22.672484,-43.179411,2,5,3,0
198011160006,15.498381,-90.982067,2,5,5,0
198011160007,14.622869,-90.529068,1,5,1,0
198011160008,14.930957,-91.909924,1,5,2,0
198011160009,42.101441,1.8438,9,13,,
198011160010,43.291618,-1.977903,2,5,0,1
198011160011,-17.408632,32.22568,6,13,1,2
198011170001,16.2411,-61.5331,9,13,0,0
198011170002,16.2411,-61.5331,9,13,0,0
198011170003,16.2411,-61.5331,9,13,0,0
198011170004,16.2411,-61.5331,9,13,0,0
198011170005,16.2411,-61.5331,9,13,0,0
198011170006,12.218537,-61.638107,1,5,1,0
198011170007,12.218537,-61.638107,1,5,4,0
198011170008,43.18418,-2.473289,3,5,1,2
198011170009,,,9,13,,
198011170010,14.965261,-91.795813,6,13,1,0
198011170011,13.69288,-89.199161,1,5,4,0
198011180002,14.868736,-91.621346,2,5,11,0
198011180003,,,1,5,1,0
198011180004,56.162939,10.203921,7,8,,
198011180005,14.965261,-91.795813,6,13,1,0
198011190001,13.69288,-89.199161,3,6,0,0
198011190002,41.890961,12.490069,3,6,0,0
198011190003,43.353607,-2.907457,3,6,0,0
198011190004,4.21238,-76.31923,1,5,1,0
198011190005,13.743611,-89.498889,1,5,4,0
198011190006,54.607712,-5.95621,1,5,1,0
198011190007,13.69288,-89.199161,1,5,0,0
198011190008,13.69288,-89.199161,2,5,0,0
198011190009,41.656285,-0.876533,1,5,1,1
198011200001,32.460617,35.301247,3,6,0,0
198011200002,41.652943,-4.728381,3,6,0,0
198011200004,14.622869,-90.529068,1,5,2,0
198011200005,14.622869,-90.529068,1,5,1,0
198011200006,43.169068,-2.632655,1,5,0,1
198011200007,13.69288,-89.199161,3,6,0,1
198011210001,13.921389,-89.845,3,6,0,0
198011210002,14.331414,-89.442393,3,6,1,2
198011210003,13.69288,-89.199161,3,6,2,1
198011210004,13.69288,-89.199161,3,6,,
198011210005,46.496714,11.358008,7,8,0,0
198011210006,41.890961,12.490069,3,6,0,0
198011210007,13.491242,-88.173134,1,5,1,0
198011210008,13.981479,-89.555717,1,5,2,0
198011210010,14.622869,-90.529068,2,5,3,0
198011210011,14.622869,-90.529068,1,5,1,0
198011210012,-12.050934,-77.126044,1,5,1,0
198011210013,13.69288,-89.199161,3,6,,
198011210014,13.5,-88.866667,2,5,11,0
198011210015,13.986667,-89.681111,2,5,1,0
198011210016,13.981479,-89.555717,2,5,,
198011210017,13.981479,-89.555717,5,5,0,0
198011210018,13.981479,-89.555717,5,5,0,0
198011210019,13.981479,-89.555717,5,5,0,0
198011210020,14.19308,-89.925323,2,8,,1
198011210021,14.622869,-90.529068,2,5,,
198011210022,40.465595,-3.696263,7,8,0,4
198011210023,18.386932,-66.061127,5,5,0,0
198011210024,14.622869,-90.529068,6,13,,
198011210025,43.136978,-2.073914,1,5,1,2
198011210026,-26.252697,27.870275,9,13,1,1
198011220001,46.496714,11.358008,3,13,0,0
198011220002,31.502407,34.459743,1,5,1,0
198011230001,13.69288,-89.199161,1,5,1,0
198011230002,13.69288,-89.199161,2,5,2,0
198011230003,13.69288,-89.199161,1,5,1,0
198011230004,43.359399,-1.766148,2,5,2,10
198011240001,14.622869,-90.529068,3,6,0,0
198011240002,14.622869,-90.529068,3,6,0,0
198011240003,4.86317,-74.90777,1,5,2,0
198011240004,31.995965,35.27111,1,13,1,0
198011240005,5.41255,-74.99229,9,13,3,
198011240006,13.64385,-88.870694,7,5,,
198011250001,46.198392,6.142296,3,6,0,0
198011250002,48.856644,2.34233,1,5,2,1
198011250003,13.763295,-89.047796,2,5,,
198011250004,13.749722,-89.229722,2,5,22,0
198011250005,13.888888,-88.901631,2,5,,
198011250006,13.64121,-88.785423,7,5,,
198011250007,13.64121,-88.785423,7,5,10,0
198011250008,32.222271,35.253506,2,5,,2
198011250009,47.36865,8.539182,3,13,0,0
198011260001,54.416694,-7.820272,1,13,1,0
198011260002,41.292758,36.331211,1,5,2,2
198011270001,36.990764,35.325178,1,5,1,0
198011270002,42.465776,-2.449995,3,6,1,8
198011270004,13.69288,-89.199161,6,13,6,0
198011270005,47.623686,8.214255,6,13,0,0
198011270006,,,6,13,,
198011270007,43.291618,-1.977903,1,5,1,1
198011270008,13.69288,-89.199161,6,13,6,0
198011280001,43.32412,-1.929857,3,6,,
198011280002,43.32412,-1.929857,3,6,,
198011280003,43.32412,-1.929857,3,6,,
