eventid,latitude,longitude,attacktype1,weaptype1,nkill,nwound
198609240004,8.5922,81.196796,9,13,4,3
198609240005,31.633078,74.878288,1,5,1,0
198609240006,33.266151,35.214058,1,5,1,0
198609240007,-12.939782,-74.247478,1,5,1,0
198609240008,-11.967368,-76.978462,1,5,0,1
198609240009,14.596051,120.978666,1,5,1,0
198609240010,33.671638,73.056068,1,5,0,1
198609240011,33.888523,35.503513,6,13,0,0
198609240012,-26.252697,27.870275,1,6,0,0
198609250001,-33.366238,-70.505302,3,6,0,0
198609250002,51.362315,7.463173,3,6,0,0
198609250003,51.855264,8.891142,3,6,0,0
198609250004,7.785305,81.427899,3,6,0,0
198609250005,31.175476,75.931082,1,5,1,0
198609260001,-26.184113,28.033232,3,6,0,3
198609260002,-33.366238,-70.505302,3,6,0,0
198609260003,-33.366238,-70.505302,3,6,0,0
198609260004,41.919172,8.738708,3,6,0,0
198609260005,-27.557427,32.084299,3,6,0,0
198609260006,8.577826,81.218719,1,6,3,3
198609260007,33.888523,35.503513,6,13,0,0
198609260008,41.919172,8.738708,3,6,0,0
198609260009,41.919172,8.738708,3,6,0,0
198609260010,41.919172,8.738708,3,6,0,0
198609260011,41.919172,8.738708,3,6,0,0
198609260012,41.919172,8.738708,3,6,0,0
198609270001,-26.267342,28.121495,3,6,0,3
198609270002,23.791275,90.418205,3,6,0,15
198609270003,7.93556,-72.60504,5,6,0,0
198609270004,31.670149,34.575153,1,9,1,0
198609280001,-34.61768,-58.444435,3,6,,
198609280002,-34.61768,-58.444435,3,6,,
198609280003,-34.61768,-58.444435,3,6,0,0
198609280004,33.237778,35.337222,3,6,0,2
198609280005,6.242026,-75.564766,1,5,1,0
198609280006,4.085809,-76.197188,1,5,1,0
198609280007,33.888523,35.503513,6,13,0,0
198609280008,-13.011242,-74.173447,6,13,2,0
198609290001,47.677755,-116.780419,3,6,0,0
198609290002,47.677755,-116.780419,3,6,0,0
198609290003,47.677755,-116.780419,3,6,0,0
198609290004,47.677755,-116.780419,3,6,0,0
198609290005,50.836426,4.367415,3,6,0,2
198609290006,50.940664,6.959912,3,6,0,0
198609290007,8.885503,80.276733,3,6,3,0
198609290008,31.326015,75.576183,9,13,3,2
198609290009,31.633078,74.878288,1,13,1,0
198609290010,33.858013,35.5364,1,5,1,1
198609300001,-33.010693,-71.527794,3,6,0,0
198609300002,-33.010693,-71.527794,3,6,0,0
198609300003,-33.050125,-71.612251,3,6,0,0
198609300004,-33.010693,-71.527794,3,6,0,0
198609300005,31.502407,34.459743,3,6,0,0
198609300006,-33.89969,25.57362,7,8,0,0
198609300007,-29.861824,31.008293,3,6,0,0
198609300008,-8.18885,-76.510838,3,6,0,0
198609300009,6.43711,-75.3313,1,5,1,0
198609300010,-13.163874,-74.223564,1,13,1,0
198609300011,-29.601439,30.376695,9,13,0,1
198610000002,33.888523,35.503513,1,5,1,0
198610010001,37.99749,23.762728,3,6,0,0
198610010002,37.99749,23.762728,3,6,0,0
198610010003,37.99749,23.762728,3,6,0,0
198610010004,-33.366238,-70.505302,3,6,0,0
198610010005,-33.366238,-70.505302,3,6,0,0
198610010006,-33.366238,-70.505302,3,6,0,0
198610010007,-33.366238,-70.505302,3,6,0,0
198610010008,-0.211188,-78.522629,2,5,3,0
198610010009,-12.87054,-74.156341,2,5,,
198610020001,5.22649,-73.1268,5,5,0,0
198610020002,,,3,6,0,0
198610020003,,,2,5,,
198610020004,12.77074,-86.28627,2,5,,
198610020005,12.800014,-85.133347,2,5,3,0
198610020006,11.676334,-84.702872,2,5,,
198610020007,-5.135556,-77.255556,2,5,,
198610020008,,,2,5,,
198610020009,5.963316,-75.978722,1,5,1,0
198610020010,28.585836,77.153336,1,5,2,0
198610030001,54.077313,-6.608787,3,6,0,3
198610030002,-12.068306,-75.210163,3,6,0,0
198610040001,-13.152712,-74.218628,3,6,0,0
198610040002,,,3,6,4,0
198610050001,37.99749,23.762728,3,6,0,0
198610050002,37.99749,23.762728,3,6,0,0
198610050003,37.99749,23.762728,3,6,0,0
198610050004,37.99749,23.762728,3,6,0,0
198610050005,5.067866,-75.517482,1,5,1,0
198610060001,,,3,6,0,6
198610060002,54.450971,-6.79434,1,5,1,
198610060004,-25.93198,31.935598,3,6,0,6
198610070001,-15.84065,-70.027891,3,6,1,
198610070002,-15.493296,-70.135574,3,6,0,0
198610070003,-11.967368,-76.978462,3,6,1,4
198610070004,24.777916,84.530497,9,13,11,0
198610070005,33.888523,35.503513,1,5,1,0
198610070006,-11.056033,-75.328236,6,13,0,0
198610070010,-15.84065,-70.027891,3,6,1,
198610070011,-15.84065,-70.027891,3,6,1,
198610080001,54.863117,-6.278343,7,8,0,0
198610080002,4.667128,-74.106056,9,13,0,0
198610080003,4.667128,-74.106056,2,5,0,0
198610080004,38.888447,40.501144,2,5,0,2
198610090001,13.130707,-85.971684,6,5,,
198610100001,41.400635,2.150913,3,6,0,0
198610100002,-12.0775,-76.764722,2,5,3,15
198610100003,14.596051,120.978666,9,13,8,19
198610100004,,,1,5,1,0
198610100005,50.732674,7.096299,1,13,1,0
198610110001,15.602481,-86.657988,2,5,4,0
198610110002,37.99749,23.762728,3,6,0,0
198610120001,23.791275,90.418205,3,13,1,0
198610120002,9.136988,80.445169,3,6,0,14
198610120003,-11.967368,-76.978462,3,6,2,10
198610120004,8.932574,79.997592,9,13,11,4
198610120005,-15.493296,-70.135574,1,6,0,1
198610120006,4.667128,-74.106056,1,5,1,0
198610130001,23.791275,90.418205,3,13,4,100
198610130002,-33.366238,-70.505302,3,6,1,3
198610130003,54.607712,-5.95621,3,6,1,2
198610130004,-9.975727,-67.824843,7,8,0,0
198610130005,54.607712,-5.95621,3,6,1,2
198610130006,54.607712,-5.95621,1,6,0,0
198610140001,-11.967368,-76.978462,1,13,0,2
198610140002,10.3879,-73.1698,6,13,3,0
198610140003,10.69649,122.564451,1,5,0,0
198610150001,12.099741,-85.367212,6,5,3,0
198610150002,10.080623,-69.129415,2,5,1,0
198610150003,-11.967368,-76.978462,1,5,0,3
198610150004,42.84964,-2.692359,6,13,1,0
198610150005,31.771599,35.2034,3,6,1,70
198610160001,-33.366238,-70.505302,3,6,0,1
198610160002,-33.366238,-70.505302,2,8,,
198610160003,-33.366238,-70.505302,2,8,,
198610160004,-33.366238,-70.505302,2,8,,
198610160005,-33.366238,-70.505302,2,8,,
198610160006,-33.366238,-70.505302,2,8,,
198610160007,-33.366238,-70.505302,3,6,,
198610160008,-33.366238,-70.505302,3,6,,
198610160009,-33.366238,-70.505302,3,6,,
198610160010,-33.366238,-70.505302,3,6,,
198610160011,-33.366238,-70.505302,3,6,0,0
198610160012,15.500747,32.560083,3,6,1,1
198610160013,10.90584,-74.172483,2,5,5,0
198610160014,1.03033,-76.61475,2,5,3,0
198610160015,26.846709,80.946159,2,5,2,1
198610170001,42.699997,9.447317,3,13,0,1
198610170002,33.888523,35.503513,3,6,0,0
198610170003,37.322739,40.724568,1,13,1,1
198610170004,54.607712,-5.95621,1,13,2,0
198610180001,,,9,13,0,0
198610180002,4.855349,31.567781,9,13,0,0
198610180003,31.147131,75.341218,1,5,2,0
198610180004,43.258434,-2.921819,3,6,0,1
198610180005,43.258434,-2.921819,3,6,0,1
198610180006,43.258434,-2.921819,3,6,0,1
198610180007,43.258434,-2.921819,3,6,0,1
198610180008,43.258434,-2.921819,3,6,0,1
198610180009,54.607712,-5.95621,1,5,1,
198610190001,-16.648611,-71.193333,2,5,5,5
198610190002,31.147131,75.341218,2,5,3,0
198610190003,4.43891,-75.23223,1,5,1,0
198610190004,-11.967368,-76.978462,1,5,4,0
198610190005,54.607712,-5.95621,1,5,2,0
198610200001,37.99749,23.762728,3,13,0,0
198610200002,40.697132,-73.931351,7,8,0,0
198610200003,8.511375,-73.446796,2,5,3,0
198610200004,28.585836,77.153336,2,5,4,0
198610200005,54.607712,-5.95621,3,6,0,2
198610200006,6.941837,79.861687,2,5,0,3
198610200007,5.82789,-55.17622,4,13,2,0
198610200009,-29.941403,30.939766,3,6,0,0
198610210002,14.596051,120.978666,3,13,0,0
198610210003,7.116294,-73.120026,2,5,4,0
198610210004,5.548323,-75.6441,1,5,1,0
198610210006,37.322736,40.724568,3,5,1,1
198610210008,33.888523,35.503513,6,13,0,0
198610220001,37.99749,23.762728,3,13,1,0
198610220002,6.941837,79.861687,3,6,0,1
198610220003,-11.967368,-76.978462,6,5,6,0
198610220004,-13.65311,-73.95396,2,5,13,0
198610220005,-11.967368,-76.978462,2,5,2,0
198610220006,6.941837,79.861687,2,5,1,1
198610220007,4.667128,-74.106056,1,5,0,1
198610220008,,,3,6,0,0
198610230001,-11.967368,-76.978462,3,6,0,0
198610230002,-11.967368,-76.978462,3,6,0,0
198610230003,-11.967368,-76.978462,3,6,0,0
198610230004,35.607221,140.10627,3,13,0,0
198610230005,-13.152712,-74.218628,2,5,22,5
198610230006,14.596051,120.978666,2,5,6,12
198610230007,33.888523,35.503513,6,5,0,0
198610230008,4.667128,-74.106056,6,13,5,0
198610230009,7.116294,-73.120026,6,13,1,0
198610240001,43.090476,-2.31322,3,6,,
198610240002,43.118217,-2.413358,3,6,,
198610240003,43.054198,-2.178116,3,6,,
198610240004,43.325239,-3.011475,1,6,0,1
198610240005,43.291618,-1.977903,3,6,0,0
198610240006,50.732674,7.096299,3,13,0,0
198610240007,13.62679,-85.8254,2,5,21,16
198610240008,-12.87054,-74.156341,2,5,1,0
198610240009,-15.321431,-69.341415,2,5,3,0
198610240010,43.291618,-1.977903,1,6,3,0
198610240011,16.41639,120.59306,6,13,,
198610240012,42.84964,-2.692359,3,6,0,2
198610240013,42.84964,-2.692359,3,6,0,2
198610240014,54.755402,-6.606029,1,5,1,
198610240016,42.331685,-83.047924,3,6,0,0
198610250001,4.667128,-74.106056,3,13,3,0
198610250002,7.116294,-73.120026,9,13,7,0
198610250003,-0.211188,-78.522629,2,5,1,0
198610250004,52.50153,13.401851,1,13,0,1
198610260001,33.888523,35.503513,3,6,0,1
198610260003,31.147131,75.341218,2,5,7,4
198610270001,14.596051,120.978666,3,6,0,3
198610270002,13.62679,-85.8254,2,5,,
198610270003,14.596051,120.978666,6,13,0,0
198610280001,6.242026,-75.564766,3,6,,
198610280002,6.242026,-75.564766,3,6,,
198610280003,6.242026,-75.564766,3,6,,
198610280004,6.242026,-75.564766,3,6,,
198610280005,6.941837,79.861687,3,6,2,6
198610280006,8.577826,81.218719,3,6,0,0
198610280008,5.538128,-73.362191,2,5,5,0
198610280009,31.147131,75.341218,2,5,3,3
198610280010,-11.967368,-76.978462,9,13,1,0
198610280011,6.941837,79.861687,9,13,19,0
198610280012,-11.967368,-76.978462,1,5,2,0
198610280013,50.940664,6.959912,3,6,0,0
198610280017,18.325816,-65.65239,3,6,0,1
198610280018,18.386932,-66.061127,3,6,0,0
198610280019,18.386932,-66.061127,3,6,0,0
198610280020,18.429675,-67.155179,3,6,0,0
198610280021,18.201318,-67.145125,3,6,0,0
198610280022,18.369196,-66.165967,3,6,0,0
198610280023,18.11447,-66.169599,3,6,0,0
198610290001,14.596051,120.978666,3,13,0,0
198610290002,13.62679,-85.8254,2,5,,
198610290003,-33.366238,-70.505302,3,5,0,6
198610290004,55.676075,12.568316,7,8,0,0
198610290005,28.585836,77.153336,2,5,9,0
198610290006,31.147131,75.341218,9,13,7,0
198610290007,33.888523,35.503513,6,13,0,0
198610290008,6.941837,79.861687,3,6,,
198610290009,50.732674,7.096299,1,5,0,1
198610290010,43.258434,-2.921819,3,6,0,0
198610290013,40.697132,-73.931351,3,6,0,2
198610300001,-8.838837,13.235582,9,13,36,0
198610300002,6.941837,79.861687,3,6,1,0
198610300003,6.941837,79.861687,2,5,0,1
198610310001,-11.967368,-76.978462,3,6,0,0
198610310002,6.941837,79.861687,3,6,,
198610310003,,,7,8,0,0
198610310004,6.242026,-75.564766,1,5,1,1
198610310005,52.50153,13.401851,3,6,0,0
198610310006,-29.965819,30.882976,3,6,1,0
198610310007,42.271817,-89.094544,7,8,0,0
198611010001,48.856644,2.34233,3,13,0,0
198611010002,48.856644,2.34233,3,13,0,0
198611010003,6.72335,-75.28152,2,5,20,0
198611010004,15.506667,-91.177222,2,5,7,0
198611020001,4.667128,-74.106056,2,5,10,0
198611020002,6.72335,-75.28152,2,5,,
198611020003,-25.474193,30.969455,3,6,1,1
198611030001,6.72335,-75.28152,2,5,,
198611030002,-13.036977,-75.609233,5,5,,
198611030003,43.068174,-2.710834,2,5,1,1
198611040001,14.596051,120.978666,3,6,0,0
198611040002,14.596051,120.978666,3,13,0,0
198611040004,6.72335,-75.28152,2,5,,
198611040005,12.933333,-85.033333,2,5,20,0
198611040006,12.492724,-85.520024,2,5,22,0
198611040007,-6.779131,-79.83942,2,5,0,0
198611040008,13.69288,-89.199161,9,13,15,21
198611040009,14.67428,121.057495,9,13,0,0
198611040010,-25.743364,28.185292,3,6,1,0
198611050001,4.667128,-74.106056,3,13,0,0
198611050002,6.72335,-75.28152,2,5,,
198611050003,33.354719,35.329469,9,13,0,0
198611050004,,,1,13,1,0
198611050005,18.386932,-66.061127,3,6,0,0
198611060001,-33.050125,-71.612251,2,8,0,0
198611060002,-33.366238,-70.505302,2,8,0,0
198611060003,14.596051,120.978666,3,13,0,17
198611060004,,,3,6,0,0
198611060005,6.72335,-75.28152,9,13,30,0
198611060006,11.727473,-86.21585,2,5,7,0
198611060007,28.585836,77.153336,1,5,1,1
198611060008,-19.924254,-43.935343,1,13,1,0
198611070001,-13.152712,-74.218628,3,6,0,0
198611070002,39.856778,-4.024476,3,13,1,16
198611070003,43.291618,-1.977903,3,6,0,0
198611070004,12.282033,-85.512208,2,5,5,2
198611070005,13.841425,-86.193928,2,5,,
198611070006,,,2,5,7,0
198611070007,-13.152712,-74.218628,3,6,0,0
198611080001,-11.967368,-76.978462,3,13,0,0
198611080002,-11.967368,-76.978462,3,6,0,2
198611080003,-11.967368,-76.978462,3,6,0,2
198611080004,-11.967368,-76.978462,3,6,0,2
198611080005,13.35,-88.95,3,5,27,0
198611080006,,,2,5,5,7
198611080007,,,2,5,,
198611080008,13.7585,-86.01843,2,5,5,6
198611080009,-11.967368,-76.978462,9,13,3,0
198611090001,-13.152712,-74.218628,3,6,0,0
198611090002,-13.152712,-74.218628,3,6,0,0
198611090003,53.361675,-6.245485,7,8,0,0
198611090004,-26.252697,27.870275,3,6,0,0
198611090005,8.43557,-73.28742,2,5,10,0
198611090006,13.52628,-84.89873,2,5,,
198611090007,12.492724,-85.520024,2,5,,
198611100001,7.168157,-73.848865,3,6,0,0
198611100002,-26.252697,27.870275,3,6,0,0
198611100003,6.941837,79.861687,3,6,5,0
198611100004,2.64934,-75.636802,2,5,2,0
198611100005,13.483333,-88.466667,3,6,,
198611100006,,,3,6,0,19
198611100007,54.607712,-5.95621,1,5,1,
198611100009,-27.74358,29.935437,3,6,0,24
198611110001,48.856644,2.34233,3,13,0,0
198611110002,-11.967368,-76.978462,6,13,0,0
198611110003,-26.184113,28.033232,3,6,0,20
198611110004,12.282033,-85.512208,2,5,4,2
198611110005,13.164976,-86.81632,2,5,1,0
198611110006,13.196432,-85.826866,2,5,,
198611110007,13.85738,-85.73339,2,5,9,0
198611110008,64.398307,-21.458725,9,13,0,0
198611110009,7.594178,-74.811951,1,5,1,0
198611110010,7.594178,-74.811951,1,5,1,0
198611110012,-13.036977,-75.609233,1,6,1,0
198611110013,-13.036977,-75.609233,1,6,1,0
198611110014,40.697132,-73.931351,3,6,0,0
198611120001,48.856644,2.34233,3,6,0,1
198611120002,48.856644,2.34233,3,6,0,1
198611120003,48.856644,2.34233,3,6,0,1
198611120004,4.5981,-74.07603,1,5,2,1
198611130001,51.219062,4.40289,3,13,0,0
198611130002,-11.967368,-76.978462,3,6,0,0
198611130003,7.98092,-75.41919,2,5,9,0
198611130004,14.677811,-91.016696,2,5,,
198611130005,26.158435,94.562443,9,13,7,5
198611130006,43.34872,-3.010091,3,6,0,0
198611140001,7.30986,-72.48288,3,6,0,0
198611140002,6.938895,-71.810087,3,6,0,0
198611140003,4.667128,-74.106056,3,6,0,0
198611140004,37.99749,23.762728,7,8,0,0
198611140005,37.99749,23.762728,7,8,0,0
198611140006,37.99749,23.762728,7,8,0,0
198611140007,-22.681683,29.102777,3,6,0,2
198611150001,13.516667,-88.383333,3,6,0,0
198611150002,13.516667,-88.383333,3,6,0,0
198611150003,13.516667,-88.383333,3,6,0,0
198611150004,13.516667,-88.383333,3,6,0,0
198611150005,13.516667,-88.383333,3,6,0,0
198611150006,13.516667,-88.383333,3,6,0,0
198611150007,13.516667,-88.383333,3,6,0,0
198611150008,13.516667,-88.383333,3,6,0,0
198611150009,13.516667,-88.383333,3,6,0,0
198611150010,52.069858,4.291111,3,6,0,0
198611150011,31.771599,35.2034,1,9,2,0
198611150013,43.006844,-75.047006,7,8,0,0
198611160001,-33.366238,-70.505302,3,6,,
198611160002,-33.366238,-70.505302,3,6,0,0
198611160003,13.516667,-88.383333,3,6,,
198611160004,13.558889,-88.43,3,6,14,0
198611160005,13.558889,-88.43,3,6,10,0
198611160006,11.67915,-86.146136,2,5,7,0
198611160007,31.771599,35.2034,1,9,1,0
198611170001,49.4019,8.680285,3,6,0,0
198611170002,14.596051,120.978666,7,8,0,0
198611170003,6.941837,79.861687,3,6,0,11
198611170004,35.724533,51.40519,9,13,5,7
198611170005,48.856644,2.34233,1,5,0,0
198611180001,30.084629,31.334314,3,6,0,0
198611180002,-13.152712,-74.218628,3,13,0,0
198611180003,,,3,6,0,1
198611180004,5.82789,-55.17622,2,5,0,0
198611180005,-26.184113,28.033232,1,5,4,2
198611190002,37.99749,23.762728,2,9,0,0
198611190003,14.596051,120.978666,3,6,0,12
198611190004,,,2,5,,
198611190005,13.833333,-88.716667,2,5,,
198611190006,13.6667,-88.208264,2,5,1,0
198611190007,18.021429,-76.798279,2,5,3,0
198611190008,33.888523,35.503513,3,6,0,1
198611190009,2.18265,-73.78572,1,5,2,0
198611190010,14.596051,120.978666,1,13,5,0
198611190011,,,1,13,1,0
198611190012,15.476183,120.960686,1,5,1,0
198611190013,28.585836,77.153336,1,13,0,1
198611200001,33.888523,35.503513,3,6,0,0
198611200002,14.67428,121.057495,3,6,0,0
198611200003,14.596051,120.978666,3,6,0,0
198611200004,5.616667,-54.4,3,13,0,0
198611200005,31.147131,75.341218,2,5,4,1
198611200007,5.82789,-55.17622,9,13,0,0
198611210001,,,3,6,0,0
198611210002,,,3,6,0,0
198611210003,31.771599,35.2034,7,8,0,0
198611210004,33.474535,35.359255,3,6,3,3
198611210005,7.49173,-74.8682,2,5,7,0
198611210006,31.771599,35.2034,2,9,1,0
198611210007,14.813849,121.045151,1,13,3,1
198611220001,4.667128,-74.106056,3,13,0,0
198611230001,37.99749,23.762728,7,8,0,0
198611230002,14.370243,-89.209569,6,5,1,0
198611230003,-37.813187,144.96298,3,6,1,1
198611230004,14.596051,120.978666,1,5,3,2
198611230006,-26.252697,27.870275,3,6,0,0
198611240001,14.596051,120.978666,1,5,3,2
198611250001,30.733315,76.779418,1,13,1,0
198611250003,42.271817,-89.094544,7,8,0,0
198611260001,40.697132,-73.931351,2,8,,
198611280001,-33.366238,-70.505302,2,5,3,1
198611280002,-22.908278,-43.197026,2,5,13,0
198611280003,4.667128,-74.106056,3,6,2,0
198611290001,4.667128,-74.106056,3,6,0,0
198611290002,48.139126,11.580186,9,13,0,0
198611290003,-25.891968,32.605135,6,13,0,0
198611300001,52.50153,13.401851,3,13,0,1
198611300002,,,2,5,,
198611300003,54.183052,-6.341388,3,6,0,39
198612010001,10.301637,-66.660192,2,5,0,1
198612010002,31.147131,75.341218,9,13,4,0
198612010003,30.733315,76.779418,2,5,24,8
198612010004,42.291957,-85.587437,7,8,0,0
198612020001,16.2411,-61.5331,3,13,0,0
198612020002,31.633078,74.878288,9,13,34,0
198612020003,-25.748281,28.212069,2,5,2,0
198612030001,-6.567821,-77.828887,2,5,8,0
198612030002,34.601576,32.955596,3,6,1,0
198612040001,-11.967368,-76.978462,3,6,0,0
198612040002,26.449923,80.331874,2,5,2,0
198612040003,42.49174,-83.222074,3,6,0,0
198612050001,28.585836,77.153336,3,13,4,0
198612050002,8.633954,-75.483263,2,5,3,3
198612050003,,,2,5,1,7
198612050004,13.86139,-90.01028,2,5,0,3
198612050005,26.350435,89.443486,9,13,13,0
198612050006,33.888523,35.503513,3,6,3,
198612050007,33.888523,35.503513,3,6,0,0
198612060001,36.840164,-2.467922,3,13,0,0
198612060002,35.89779,14.514106,1,5,1,0
198612060003,54.515694,-6.055724,8,9,1,
198612070001,50.732674,7.096299,3,13,0,0
198612070002,13.431389,-87.963556,2,5,2,0
198612070003,13.616684,-88.556,2,5,,
198612070004,13.751944,-89.471111,2,5,10,0
198612070005,13.624722,-87.893611,2,5,27,33
198612080001,-33.366238,-70.505302,2,5,1,0
198612090001,3.00879,-76.4859,2,8,0,0
198612090002,3.483301,-77.199957,3,6,0,0
198612090003,2.44186,-76.60617,3,6,,
198612090004,5.417428,-75.902693,2,5,2,3
198612090005,3.00879,-76.4859,2,5,0,4
198612090006,6.29495,-73.04042,2,5,,
198612100001,-13.152712,-74.218628,3,13,0,0
198612100002,-11.967368,-76.978462,2,5,1,0
198612100003,-11.967368,-76.978462,2,5,1,0
198612100004,,,9,13,3,1
198612100005,4.667128,-74.106056,1,5,1,0
198612100008,42.271817,-89.094544,7,8,0,0
198612110001,41.400635,2.150913,3,6,0,3
198612110002,33.934929,75.15416,3,13,1,5
198612110003,11.127123,78.656894,3,13,0,0
198612110004,13.316667,-88.583333,2,5,1,13
198612110005,4.667128,-74.106056,1,5,1,0
198612120001,42.815372,-1.653616,3,6,1,0
198612120002,-34.61768,-58.444435,3,6,0,0
198612120003,43.2951,-0.370797,2,5,0,0
198612120004,4.667128,-74.106056,2,5,0,
198612120005,54.673252,-7.627484,3,6,1,
198612130001,,,6,5,,
198612130002,12.033333,-84.433333,6,13,1,0
198612140001,-33.366238,-70.505302,3,6,,
198612140002,-33.366238,-70.505302,3,6,0,0
198612140004,4.15127,-73.63872,1,5,1,0
198612140005,-12.068306,-75.210163,1,5,2,0
198612140006,40.697132,-73.931351,3,6,0,0
198612150001,-31.399301,-64.182129,2,8,1,6
198612150002,55.676075,12.568316,3,6,0,0
198612150003,31.633078,74.878288,2,5,3,0
198612150004,35.179554,129.075642,2,9,0,11
198612150005,31.771599,35.2034,1,13,0,1
198612150006,6.242026,-75.564766,6,9,2,0
198612150007,-25.785669,31.051162,3,6,0,2
198612160001,41.400635,2.150913,3,6,,
198612160002,-31.399301,-64.182129,2,8,1,0
198612160003,-33.366238,-70.505302,3,6,,
198612160004,-33.366238,-70.505302,3,6,,
198612160005,-33.366238,-70.505302,3,6,,
198612160006,48.856644,2.34233,3,6,1,0
198612160007,-33.366238,-70.505302,3,6,0,0
198612160008,-33.366238,-70.505302,3,6,0,0
198612160009,-33.366238,-70.505302,3,6,0,0
198612160010,,,2,5,3,4
198612160011,13.597728,-89.418532,2,5,0,2
198612160012,,,9,13,0,0
198612160013,14.622869,-90.529068,1,5,0,1
198612170001,54.607712,-5.95621,3,6,0,0
198612170002,14.596051,120.978666,9,13,3,2
198612170003,10.482834,-66.962128,9,13,0,0
198612180001,40.465595,-3.696263,3,13,0,28
198612180002,-11.967368,-76.978462,3,6,0,2
198612190001,-11.967368,-76.978462,3,6,0,3
198612190002,-11.967368,-76.978462,3,6,,
198612190003,-11.967368,-76.978462,3,6,,
198612190004,-11.967368,-76.978462,3,6,,
198612190005,-11.967368,-76.978462,3,6,,
198612190006,-11.967368,-76.978462,3,6,,
198612190007,50.940664,6.959912,3,13,0,0
198612190008,33.888523,35.503513,2,6,5,
198612190009,43.258434,-2.921819,6,13,0,0
198612190012,-25.433974,31.952572,3,6,0,1
198612190013,-26.252697,27.870275,3,6,0,2
198612200001,32.040763,75.401886,2,5,2,1
198612200003,-11.967368,-76.978462,3,6,0,0
198612200004,40.465595,-3.696263,7,8,0,0
198612200005,-11.967368,-76.978462,3,6,,
198612210001,-11.967368,-76.978462,7,8,0,0
198612210002,-11.967368,-76.978462,3,6,,
198612210003,-11.967368,-76.978462,3,6,,
198612210004,-11.967368,-76.978462,3,6,,
198612210005,-11.967368,-76.978462,3,6,,
198612210006,-11.967368,-76.978462,3,6,,
198612210007,-11.967368,-76.978462,3,6,,
198612210008,-11.967368,-76.978462,3,6,,
198612210009,-11.967368,-76.978462,3,6,0,0
198612210010,42.699997,9.447317,3,13,0,0
198612210011,42.699997,9.447317,3,13,0,0
198612210012,42.699997,9.447317,3,13,0,0
198612210013,42.699997,9.447317,3,13,0,0
198612210014,42.699997,9.447317,3,13,0,0
198612210015,42.699997,9.447317,3,13,0,0
198612210016,42.699997,9.447317,3,13,0,0
198612210017,42.699997,9.447317,3,13,0,0
198612210018,42.699997,9.447317,3,13,0,0
198612210019,42.699997,9.447317,3,13,0,0
198612210020,42.699997,9.447317,3,13,0,0
198612210021,42.699997,9.447317,3,13,0,0
198612210022,42.699997,9.447317,3,13,0,0
198612210023,42.699997,9.447317,3,13,0,0
198612210024,54.607712,-5.95621,1,5,1,
198612220001,6.242026,-75.564766,2,8,0,0
198612220002,6.242026,-75.564766,2,8,0,0
198612220003,6.242026,-75.564766,2,8,0,0
198612220004,6.242026,-75.564766,2,8,0,0
198612220005,6.242026,-75.564766,2,8,0,0
198612220006,6.242026,-75.564766,2,8,0,0
198612220007,6.242026,-75.564766,2,8,0,0
198612220008,6.242026,-75.564766,2,8,0,0
198612220009,41.930607,8.742907,3,6,0,0
198612220010,41.930607,8.742907,3,6,0,0
198612220011,41.930607,8.742907,3,6,0,0
198612220012,41.930607,8.742907,3,6,0,0
198612220013,41.930607,8.742907,3,6,0,0
198612220014,41.930607,8.742907,3,6,0,0
198612220015,41.930607,8.742907,3,6,0,0
198612220016,41.930607,8.742907,3,6,0,0
198612220017,41.930607,8.742907,3,6,0,0
198612220018,41.930607,8.742907,3,6,0,0
198612220019,41.930607,8.742907,3,6,0,0
198612220020,41.930607,8.742907,3,6,0,0
198612220021,53.553813,9.991586,7,8,0,0
198612220022,53.553813,9.991586,7,8,0,0
198612220023,53.553813,9.991586,7,8,0,0
198612220024,53.553813,9.991586,7,8,0,0
198612220025,54.607712,-5.95621,3,13,0,0
198612220026,54.607712,-5.95621,3,13,0,0
198612220027,54.607712,-5.95621,3,13,0,0
198612220028,54.607712,-5.95621,3,13,0,0
198612220029,53.553813,9.991586,7,8,0,0
198612220030,53.553813,9.991586,7,8,0,0
198612230001,-11.967368,-76.978462,3,6,,
198612230002,23.791275,90.418205,1,13,4,
198612230003,4.667128,-74.106056,3,13,1,0
198612230004,51.213924,6.780691,3,6,0,0
198612230005,14.566667,-89.35,2,5,,
198612230006,4.667128,-74.106056,3,6,4,2
198612230007,54.607712,-5.95621,1,5,1,0
198612240001,-33.366238,-70.505302,3,13,0,0
198612240002,23.791275,90.418205,2,5,19,0
198612240003,31.147131,75.341218,2,5,2,1
198612240004,43.353607,-2.907457,3,6,1,0
198612240005,-13.65311,-73.95396,3,5,,
198612250001,30.672393,74.755048,3,6,3,0
198612250002,8.56938,-73.467399,2,5,,
198612250003,2.62241,-76.56961,2,5,7,0
198612250004,30.81646,75.171709,2,5,1,0
198612250006,6.34053,-75.562227,1,5,1,0
198612250007,40.465595,-3.696263,3,6,1,2
198612250008,-11.967368,-76.978462,5,6,0,0
198612260001,-11.967368,-76.978462,7,8,0,0
198612260002,-13.531688,-71.966924,3,6,0,0
198612260003,40.465595,-3.696263,3,6,0,0
198612260004,0.425278,-76.905278,2,5,9,0
198612260005,7.007022,-73.909401,2,5,8,0
198612260006,23.940848,91.988153,1,13,1,0
198612260007,24.64732,46.714581,4,6,62,32
